baseline_id,variant_id,transform,scaling,top_variable_genes,task_id,status,validation_ok,release_status,n_predictions,macro_f1,balanced_accuracy,auroc,calibration_error,mission_discrimination,output_dir,predictions,metrics,run_manifest,fold_family,claim_boundary
organoid_nearest_centroid,tvg2000_log1p_zscore,log1p,zscore,2000,draft_human_organoid_spaceflight,evaluated,True,draft_not_frozen,84,0.5194508009,0.5295454545,0.6147727273,0.02537185971,,v9/human_organoid/reports/nearest_centroid/draft_human_organoid_spaceflight,v9/human_organoid/reports/nearest_centroid/draft_human_organoid_spaceflight/predictions.csv,v9/human_organoid/reports/nearest_centroid/draft_human_organoid_spaceflight/metrics.json,v9/human_organoid/reports/nearest_centroid/draft_human_organoid_spaceflight/run_manifest.json,default_sample_count_backed_folds,pilot_baseline_only_not_leaderboard
